movieId,tagId,relevance,tag,title_cast,director,runtime,budget,plot_keywords,imdbId,tmdbId,title,genres,year,combine
1746,1,0.0389999999999999,007,Marlon Wayans|Brad Dourif|Esther Scott|Debra Jo Rupp|Mark Christopher Lawrence|Matthew Lillard|David Spade|Tamara Taylor|John Ingle|Rip Torn|Ernie Lively|Jenette Goldstein|Kenya Moore|Constance Zimmer|Ken Lerner,Greg Erb,93.0,"$15,000,000",male rear nudity|one word title|public nudity|sperm sample,120820,12538.0,Senseless (1998),Comedy,1998,Greg Erb Comedy male rear nudity one word title public nudity sperm sample
1747,1,0.03575,007,Dustin Hoffman|Robert De Niro|Anne Heche|Woody Harrelson|Denis Leary|Willie Nelson|Andrea Martin|Michael Belson|Suzanne Cryer|John Michael Higgins|Suzie Plakson|Kirsten Dunst|Jason Cottle|David Koechner|Harland Williams,Larry Beinhart,97.0,"$15,000,000",black comedy|satire|scandal|political corruption,120885,586.0,Wag the Dog (1997),Comedy,1997,Larry Beinhart Comedy black comedy satire scandal political corruption
1748,1,0.0277499999999999,007,Rufus Sewell|William Hurt|Kiefer Sutherland|Jennifer Connelly|Richard O'Brien|Ian Richardson|Bruce Spence|Colin Friels|John Bluthal|Mitchell Butel|Melissa George|Frank Gallacher|Ritchie Singer|Justin Monjo|Nicholas Bell,Alex Proyas,100.0,"$27,000,000",neo noir|alien race|memory|experiment,118929,2666.0,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,1998,Alex Proyas Adventure Film-Noir Sci-Fi Thriller neo noir alien race memory experiment
1749,1,0.04325,007,Jon Bon Jovi|Anna Galiena|Lambert Wilson|Thandie Newton|Barry Humphries|David Warner|Patricia Hodge|Diana Quick|Harriet Walter|Tam Dean Burn|Claire Cox|Kevin McKidd|Victoria Smurfit|Laura Austin-Little|Danny Worters,John Duigan,100.0,,sex scene|breast fondling|sexual arousal|breasts,116845,46338.0,The Leading Man (1996),Drama|Romance|Thriller,1996,John Duigan Drama Romance Thriller sex scene breast fondling sexual arousal breasts
1750,1,0.0479999999999999,007,Joseph Mazzello|Joey Simmrin|Alex Daniels|Arthur Burghardt|Brian Simpson|Richard Gilliland|Corinne Bohrer|Ashlee Levitch|Danny Masterson|Lauren Eckstrom|Christine Weatherup|Yumi Adachi|Jack McGee|Alissa Ann Smego|Fred Kronenberg,Manny Coto,101.0,"$12,000,000",cult film|young boy|child hero|cybersuit,120478,54007.0,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi,1997,Manny Coto Adventure Children Fantasy Sci-Fi cult film young boy child hero cybersuit
1752,1,0.03925,007,Morgan Freeman|Christian Slater|Randy Quaid|Minnie Driver|Edward Asner|Michael A. Goorjian|Dann Florek|Ricky Harris|Mark Rolston|Peter Murnik|Wayne Duvall|Richard Dysart|Betty White|Ray Baker|Lisa Fuhrman,Graham Yost,97.0,"$70,000,000",flood|reference to swamp thing|rogue cop|renegade cop,120696,11258.0,Hard Rain (1998),Action|Crime|Thriller,1998,Graham Yost Action Crime Thriller flood reference to swamp thing rogue cop renegade cop
1753,1,0.0314999999999999,007,Dave Chappelle|Guillermo Díaz|Jim Breuer|Harland Williams|Rachel True|Clarence Williams III|Laura Silverman|Tommy Chong|R.D. Reid|Gregg Rogell|Kevin Brennan|Alice Poon|Rick Demas|David Bluestein|Kevin Duhaney,Dave Chappelle,82.0,"$8,000,000",shared shower|male rear nudity|bare butt|narrated by protagonist,120693,9490.0,Half Baked (1998),Comedy,1998,Dave Chappelle Comedy shared shower male rear nudity bare butt narrated by protagonist
1754,1,0.0277499999999999,007,Denzel Washington|John Goodman|Donald Sutherland|Embeth Davidtz|James Gandolfini|Elias Koteas|Gabriel Casseus|Michael J. Pagan|Robert Joy|Frank Medrano|Ronn Munro|Cynthia Hayden|Ray Xifo|Tony Michael Donnelly|Tara Carnes,Nicholas Kazan,124.0,,azazel|fallen angel|demon|demonic possession,119099,9411.0,Fallen (1998),Crime|Drama|Fantasy|Thriller,1998,Nicholas Kazan Crime Drama Fantasy Thriller azazel fallen angel demon demonic possession
1755,1,0.0474999999999999,007,Rowena Cooper|Scott Charles|Antonia Corrigan|Myles Anderson|Jane Lapotaire|Harry Ditson|Jacob Macoby|Dan Futterman|Tom Chadbon|Kate Beckinsale|Stuart Townsend|Phyllis Logan|Vicki Bensted|Peter McNamara|Ralph Ineson,Stefan Schwartz,109.0,"$3,000,000",secretary|money|con artist|scam,120122,25719.0,Shooting Fish (1997),Comedy|Romance,1997,Stefan Schwartz Comedy Romance secretary money con artist scam
1756,1,0.0419999999999999,007,Christopher Walken|Russell Wong|Jennifer Beals|Brittany Murphy|Eric Roberts|Glenn Danzig|Steve Hytner|Bruce Abbott|William Prael|Renee Victor|Elizabeth Dennehy|J.G. Hertzler|Nicki Micheaux|Tom Towles|Danny Strong,Gregory Widen,87.0,,neo noir|sex scene|archangel gabriel|co written by director,118643,9033.0,"Prophecy II, The (1998)",Horror,1998,Gregory Widen Horror neo noir sex scene archangel gabriel co written by director
1757,1,0.0319999999999999,007,Leon Lai|Michelle Reis|Takeshi Kaneshiro|Charlie Yeung|Karen Mok|Fai-Hung Chan|Man-Lei Chan|Toru Saito|To-Hoi Kong|Lee-Na Kwan|Yuhao Wu,Kar-Wai Wong,99.0,,female masturbation|slow motion scene|urban setting|pineapple,112913,11220.0,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,1995,Kar-Wai Wong Drama Romance female masturbation slow motion scene urban setting pineapple
1759,1,0.06225,007,Alan Arkin|Fernanda Torres|Pedro Cardoso|Luiz Fernando Guimarães|Cláudia Abreu|Nelson Dantas|Matheus Nachtergaele|Marco Ricca|Maurício Gonçalves|Caio Junqueira|Selton Mello|Eduardo Moscovis|Caroline Kava|Fisher Stevens|Fernanda Montenegro,Fernando Gabeira,110.0,,democracy|military dictatorship|oppression|operation condor,119815,21253.0,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,1997,Fernando Gabeira Drama democracy military dictatorship oppression operation condor
1760,1,0.14125,007,Mel B|Emma Bunton|Melanie C|Geri Horner|Victoria Beckham|Kevin Allen|Devon Anderson|Michael Barrymore|Richard Briers|Simon Chandler|Elvis Costello|Alan Cumming|The Dream Boys|David Fahm|Jason Flemyng,Spice Girls,93.0,"$25,000,000",female stereotype|bad movie|trash movie|worst movie,120185,6116.0,Spice World (1997),Comedy,1997,Spice Girls Comedy female stereotype bad movie trash movie worst movie
1762,1,0.14575,007,Treat Williams|Famke Janssen|Anthony Heald|Kevin J. O'Connor|Wes Studi|Derrick O'Connor|Jason Flemyng|Cliff Curtis|Clifton Powell|Trevor Goddard|Djimon Hounsou|Una Damon|Clint Curtis|Warren Takeuchi|Linden Banks,Stephen Sommers,106.0,"$45,000,000",ship|creature feature|ocean|hijacker,118956,9457.0,Deep Rising (1998),Action|Horror|Sci-Fi,1998,Stephen Sommers Action Horror Sci-Fi ship creature feature ocean hijacker
1767,1,0.03725,007,Jude Law|Jennifer Tilly|Gretchen Mol|Martha Plimpton|Brenda Blethyn|Jon Tenney|Jeremy Piven|Vincent Laresca|Jane Adams|Bruce Jarchow|Kevin Kilner|Jan Rubes|Judith Malina|Hillary Matthews|Caitlin Sarah Needham,Charlie Peters,104.0,,swan|passion|friend|fight,119734,39424.0,Music From Another Room (1998),Drama|Romance,1998,Charlie Peters Drama Romance swan passion friend fight
1768,1,0.011,007,Aleksei Ananishnov|Gudrun Geyer,Yuriy Arabov,73.0,,tarkovskyesque|family relationships|russia|old woman,119711,44361.0,Mother and Son (Mat i syn) (1997),Drama,1997,Yuriy Arabov Drama tarkovskyesque family relationships russia old woman
1769,1,0.0484999999999999,007,Yun-Fat Chow|Mira Sorvino|Michael Rooker|Kenneth Tsang|Jürgen Prochnow|Til Schweiger|Danny Trejo|Clifton Collins Jr.|Carlos Gómez|Frank Medrano|Leo Lee|Patrick Kilpatrick|Randall Duk Kim|Andrew J. Marton|Sydney Coberly,Ken Sanzel,87.0,"$30,000,000",hitman|sniper rifle|passport|forger,120008,11702.0,"Replacement Killers, The (1998)",Action|Crime|Thriller,1998,Ken Sanzel Action Crime Thriller hitman sniper rifle passport forger
1770,1,0.0277499999999999,007,Asia Argento|Jared Harris|Rupert Everett|Jonathan Rhys Meyers|Julie T. Wallace|Ian Hart|Tim Woodward|Bryan Pringle|Clare Higgins|Simone Bowkett|Marc Warren|Camilo Gallardo|Michael Carlin|Paul Ireland|Elizabeth Ash,Andrew Davies,92.0,,blow job|female frontal nudity|female nudity|sexiness,120594,2923.0,B. Monkey (1998),Crime|Romance|Thriller,1998,Andrew Davies Crime Romance Thriller blow job female frontal nudity female nudity sexiness
1771,1,0.031,007,Miguel Ferrer|Julie Entwisle|Dan Monahan|Michael H. Moss|John Bennes|Beverly Skinner|Rob Wilds|Richard K. Olsen|Elizabeth McCormick|J.R. Rodriguez|Robert Leon Casey|Ashton Stewart|William Neely|Windy Wenderlich|General Fermon Judd Jr.,Stephen King,94.0,"$1,000,000",reporter|vampire|tragedy|light airplane,119784,12238.0,Night Flier (1997),Horror,1997,Stephen King Horror reporter vampire tragedy light airplane
1772,1,0.0469999999999999,007,Walter Levine|Dan Aykroyd|Tom Davis|Frank Oz|Shann Johnson|B.B. King|Kathleen Freeman|J. Evan Bonifant|Gloria Slade|Joe Morton|Jennifer Irwin|Junior Wells|Lonnie Brooks|Leon Pendarvis|Steve Potts,Dan Aykroyd,123.0,"$28,000,000",music band|car chase|release from prison|blues music,118747,11568.0,Blues Brothers 2000 (1998),Action|Comedy|Musical,1998,Dan Aykroyd Action Comedy Musical music band car chase release from prison blues music
1773,1,0.0232499999999999,007,Kaori Fujii|Shin'ya Tsukamoto|Kôji Tsukamoto|Naomasa Musaka|Naoto Takenaka|Koichi Wajima|Tomorô Taguchi|Nobu Kanaoka|Akiko Hioki|Kiichi Mutô,Hisashi Saito,87.0,,written and directed by cast member|punching bag|nurse|bloodbath,114690,41577.0,Tokyo Fist (Tokyo ken) (1995),Action|Drama,1995,Hisashi Saito Action Drama written and directed by cast member punching bag nurse bloodbath
1777,1,0.0324999999999999,007,Adam Sandler|Drew Barrymore|Christine Taylor|Allen Covert|Matthew Glave|Ellen Albertini Dow|Angela Featherstone|Alexis Arquette|Christina Pickles|Jodi Thelen|Frank Sivero|Patrick McTavish|Gemini Barnett|Teddy Castellucci|Randy Razz,Tim Herlihy,97.0,"$18,000,000",year 1985|1980s|face slap|raised middle finger,120888,11003.0,"Wedding Singer, The (1998)",Comedy|Romance,1998,Tim Herlihy Comedy Romance year 1985 1980s face slap raised middle finger
1779,1,0.0484999999999999,007,Dustin Hoffman|Sharon Stone|Samuel L. Jackson|Peter Coyote|Liev Schreiber|Queen Latifah|Marga Gómez|Huey Lewis|Bernard Hocke|James Pickens Jr.|Michael Keys Hall|Ralph Tabakin,Michael Crichton,134.0,"$80,000,000",imagination|bottom of the ocean|hallucination|biologist,120184,10153.0,Sphere (1998),Sci-Fi|Thriller,1998,Michael Crichton Sci-Fi Thriller imagination bottom of the ocean hallucination biologist
1780,1,0.04425,007,Sharon Gless|Michael S. Berliner|Harry Binswanger|Sylvia Bokor|Daniel E. Greene|Cynthia Peikoff|Leonard Peikoff|Al Ramrus|John Ridpath|Mike Wallace|Janne Peters|Peter Sands,Michael Paxton,145.0,"$1,000,000",jewess|saint petersburg russia|writer|book,118662,49645.0,Ayn Rand: A Sense of Life (1997),Documentary,1997,Michael Paxton Documentary jewess saint petersburg russia writer book
1783,1,0.04825,007,Woody Harrelson|Elisabeth Shue|Gina Gershon|Rolf Hoppe|Michael Rapaport|Chloë Sevigny|Tom Wright|Marc Macaulay|Joe Hickey|Ralph Wilcox|Peter Paul DeLeo|Mal Jones|Salvador Levy|Richard Booker|Mikki Scanlon,James Hadley Chase,114.0,,tied to a chair|fake kidnapping|scam|infidelity,120782,30949.0,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,1998,James Hadley Chase Crime Drama Mystery Romance Thriller tied to a chair fake kidnapping scam infidelity
1784,1,0.0287499999999999,007,Jack Nicholson|Helen Hunt|Greg Kinnear|Cuba Gooding Jr.|Skeet Ulrich|Shirley Knight|Yeardley Smith|Lupe Ontiveros|Jill the Dog|Timer the Dog|Billy the Dog|Bibi Osterwald|Ross Bleckner|Bernadette Balagtas|Jaffe Cohen,Mark Andrus,139.0,"$50,000,000",obsessive compulsive disorder|unlikely friendship|friendship|dog,119822,2898.0,As Good as It Gets (1997),Comedy|Drama|Romance,1997,Mark Andrus Comedy Drama Romance obsessive compulsive disorder unlikely friendship friendship dog
1788,1,0.023,007,Donal Logue|Gregory Sporleder|Callum Keith Rennie|Paul Sorvino|Max Perlich|Joseph Griffin|Derek Ritschel|Bill MacDonald|Janet Kidder|Sabrina Grdevich|Jack Duffy|Junior Williams|Michael Filipowich|Mimi Kuzyk|Billy Otis,Kari Skogland,89.0,,loser|farm|cocaine|bloodbath,119656,320011.0,Men with Guns (1997),Action|Drama,1997,Kari Skogland Action Drama loser farm cocaine bloodbath
1791,1,0.0444999999999999,007,Paul Newman|Susan Sarandon|Gene Hackman|Reese Witherspoon|Stockard Channing|James Garner|Giancarlo Esposito|Liev Schreiber|Margo Martindale|John Spencer|M. Emmet Walsh|Peter Gregory|Rene Mujica|Jason Clarke|Patrick Malone,Robert Benton,94.0,"$37,000,000",bare breasts|breasts|female frontal nudity|female nudity,119594,26269.0,Twilight (1998),Crime|Drama|Thriller,1998,Robert Benton Crime Drama Thriller bare breasts breasts female frontal nudity female nudity
1792,1,0.0449999999999999,007,Tommy Lee Jones|Wesley Snipes|Robert Downey Jr.|Joe Pantoliano|Daniel Roebuck|Tom Wood|LaTanya Richardson Jackson|Irène Jacob|Kate Nelligan|Patrick Malahide|Rick Snyder|Michael Paul Chan|Johnny Lee Davenport|Donald Li|Marc Vann,Roy Huggins,131.0,"$60,000,000",fugitive|starbucks coffee|samuel gerard character|u.s. marshal,120873,11808.0,U.S. Marshals (1998),Action|Crime|Thriller,1998,Roy Huggins Action Crime Thriller fugitive starbucks coffee samuel gerard character u.s. marshal
1793,1,0.0272499999999999,007,Johnathon Schaech|Rod Taylor|Susie Porter|Dee Smart|Richard Moir|Maggie Kirkpatrick|Barry Humphries|Mark Wilson|Paul Mercurio|Stan Yarramunua|Bob Oxenbould|Janice Oxenbould|Daniel Rigney|David Hoey|Sarah Osmo,Douglas Kennedy,106.0,,male nudity|con artist|captive|closed society,120491,6970.0,Welcome to Woop-Woop (1997),Comedy,1997,Douglas Kennedy Comedy male nudity con artist captive closed society
1794,1,0.0252499999999999,007,John Hurt|Jason Priestley|Fiona Loewi|Sheila Hancock|Harvey Atkin|Maury Chaykin|Gawn Grainger|Elizabeth Quinn|Linda Busby|Bill Leadbitter|Anne Reid|Danny Webb|Andrew Barrow|Dean Gatiss|Robert McKewley,Richard Kwietniowski,93.0,,actor|obsession|star|love,119574,47452.0,Love and Death on Long Island (1997),Comedy|Drama,1997,Richard Kwietniowski Comedy Drama actor obsession star love
1795,1,0.0162499999999999,007,Ernesto Gómez Cruz|María Rojo|Salma Hayek|Bruno Bichir|Delia Casanova|Margarita Sanz|Claudio Obregón|Juan Manuel Bernal|Abel Woolrich|Luis Felipe Tovar|Daniel Giménez Cacho|Gina Morett|Óscar Yoldi|Esteban Soberanes|Eugenia Leñero,Jorge Fons,140.0,,kinky sex|prostitute|mexico city|husband wife relationship,112619,18205.0,"Callejón de los milagros, El (1995)",Drama,1995,Jorge Fons Drama kinky sex prostitute mexico city husband wife relationship
1797,1,0.04525,007,Liam Neeson|Lhakpa Dorji|Dorje Sherpa|Ed Viesturs|Muktu Lhakpa Sherpa|Thilen Sherpa|Jangbu Sherpa|Araceli Segarra|Wong Chu Sherpa|Robert Schauer|Jamling Tenzing Norgay|David Breashears|Chyangba Tamang|Tracy Pfau,David Breashears,44.0,,mountain climbing|mount everest|mountaineering|himalayas,120661,21736.0,Everest (1998),Documentary|IMAX,1998,David Breashears Documentary IMAX mountain climbing mount everest mountaineering himalayas
1798,1,0.03725,007,Jessica Lange|Gwyneth Paltrow|Johnathon Schaech|Nina Foch|Debi Mazar|Kaiulani Lee|David Thornton|Hal Holbrook|Richard Lineback|Richard Kohn|Faith Potts|Tom Story|Jolene Carroll|Jacob Press|Joe Inscoe,Jonathan Darby,96.0,"$21,000,000",farm|borderline personality disorder|injection|bare chested male,118744,17941.0,Hush (1998),Thriller,1998,Jonathan Darby Thriller farm borderline personality disorder injection bare chested male
1799,1,0.0369999999999999,007,Mark Watson|Christopher Walken|Denis Leary|Nina Siemaszko|Jay Della|Henry Thomas|Sean Patrick Flanery|Nathan Dana Aldrich|Jay Mohr|Jeremy Sisto|Frank Medrano|Brad Garrett|James Peter 'JP' O'Fallon Jr.|Nicholas Huttloff|Trent Bross,Josh McKinney,106.0,"$5,000,000",man in socks|man tied up|tied to chair|dark comedy,120241,10668.0,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,1997,Josh McKinney Comedy Crime Drama Mystery Thriller man in socks man tied up tied to chair dark comedy
1801,1,0.0449999999999999,007,Leonardo DiCaprio|Jeremy Irons|John Malkovich|Gérard Depardieu|Gabriel Byrne|Anne Parillaud|Judith Godrèche|Edward Atterton|Peter Sarsgaard|Hugh Laurie|David Lowe|Brigitte Boucher|Matthew Jocelyn|Karine Belly|Emmanuel Guttierez,Alexandre Dumas,132.0,"$35,000,000",17th century|france|twin|musketeer,120744,9313.0,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,1998,Alexandre Dumas Action Adventure Drama 17th century france twin musketeer
1804,1,0.0449999999999999,007,Matthew McConaughey|Skeet Ulrich|Ethan Hawke|Gail Cronauer|Jena Karam|Casey McAuliffe|Regina Mae Matthews|Lew Temple|Dwight Yoakam|Charles Gunning|Glynn Williams|Charles 'Chip' Bray|Chloe Webb|Gary Moody|Julianna Margulies,Claude Stanush,122.0,"$27,000,000",bank robber|train|brother brother relationship|explosive,120769,42807.0,"Newton Boys, The (1998)",Crime|Drama,1998,Claude Stanush Crime Drama bank robber train brother brother relationship explosive
1805,1,0.05425,007,Kevin Bacon|Matt Dillon|Neve Campbell|Theresa Russell|Denise Richards|Daphne Rubin-Vega|Robert Wagner|Bill Murray|Carrie Snodgress|Jeff Perry|Cory Pendergast|Marc Macaulay|Toi Svane Stepp|Dennis Neal|Diane Adams,Stephen Peters,108.0,"$20,000,000",erotic thriller|lesbian sex|female frontal nudity|taboo sex,120890,617.0,Wild Things (1998),Crime|Drama|Mystery|Thriller,1998,Stephen Peters Crime Drama Mystery Thriller erotic thriller lesbian sex female frontal nudity taboo sex
1806,1,0.03675,007,Gena Rowlands|Tony Shalhoub|Cheech Marin|Bruce Davison|Trini Alvarado|Jay Mohr|Buddy Hackett|Hallie Eisenberg|Matt Craven|Bill Cobbs|Tia Texada|Laura Harrington|Peter Basch|Emily Mura-Smith|Hal Robinson,Laurie Craig,91.0,"$23,000,000",parrot|girl|janitor|human animal relationship,125454,36568.0,Paulie (1998),Adventure|Children|Comedy,1998,Laurie Craig Adventure Children Comedy parrot girl janitor human animal relationship
1807,1,0.0524999999999999,007,Vince Vaughn|Monica Potter|Joey Lauren Adams|Bobby Moat|Devon Sawa|Todd Louiso|Jenny Robertson|Siobhan Fallon Hogan|Chris Bauer|Nicholas Campbell|Aleksa Palladino|Janet Kidder|Doug Wert|Skipp Sudduth|Dara Perlmutter,Michael Grant Jaffe,97.0,,cheerleader uniform|voyeurism|voyeur|blonde,120642,37272.0,"Cool, Dry Place, A (1998)",Drama,1998,Michael Grant Jaffe Drama cheerleader uniform voyeurism voyeur blonde
1809,1,0.0247499999999999,007,Takeshi Kitano|Kayoko Kishimoto|Ren Osugi|Susumu Terajima|Tetsu Watanabe|Hakuryû|Yasuei Yakushiji|Tarô Itsumi|Ken'ichi Yajima|Makoto Ashikawa|Yûko Daike|Tsumami Edamame|Yûrei Yanagi|Sujitarô Tamabukuro|Tokio Seki,Takeshi Kitano,103.0,,police|leukemia|cynicism|japan,119250,5910.0,Fireworks (Hana-bi) (1997),Crime|Drama,1997,Takeshi Kitano Crime Drama police leukemia cynicism japan
1810,1,0.026,007,John Travolta|Emma Thompson|Billy Bob Thornton|Kathy Bates|Adrian Lester|Maura Tierney|Larry Hagman|Diane Ladd|Paul Guilfoyle|Rebecca Walker|Caroline Aaron|Tommy Hollis|Rob Reiner|Ben Jones|J.C. Quinn,Joe Klein,143.0,"$65,000,000",scandal|based on novel|candidate|president,119942,9440.0,Primary Colors (1998),Comedy|Drama,1998,Joe Klein Comedy Drama scandal based on novel candidate president
1811,1,0.0305,007,Robin Tunney|Henry Thomas|Michael Parks|Stephen Lang|John MacKay|Alan Pottinger|Sol Frieder|Candy Clark|Andrew L. Phillips|Jeffrey Howard|Shawn Hatosy|Adam Lauricella|Jaime Lynn O'Hara|John Ventimiglia|Clea DuVall,Matthew Weiss,93.0,,watching tv|doll|pharmacist|pharmacy,119780,53092.0,"Niagara, Niagara (1997)",Drama,1997,Matthew Weiss Drama watching tv doll pharmacist pharmacy
1812,1,0.022,007,Joseph Cross|Timothy Reifsnyder|Dana Delany|Denis Leary|Robert Loggia|Rosie O'Donnell|Camryn Manheim|Vicki Giunta|Julia Stiles|Heather Casler|Dan Lauria|Stefan Niemczyk|Michael Pacienza|Michael Shulman|Jaret Ross Barron,M. Night Shyamalan,88.0,"$6,000,000",boy|boys' school|school|nun,120510,32911.0,Wide Awake (1998),Children|Comedy|Drama,1998,M. Night Shyamalan Children Comedy Drama boy boys' school school nun
1814,1,0.03575,007,Renée Zellweger|Christopher Eccleston|Julianna Margulies|Allen Payne|Glenn Fitzgerald|Kim Hunter|John Randolph|Kathleen Chalfant|Peter Jacobson|Edie Falco|Timothy Jerome|Phyllis Newman|Joyce Reehling|Shelton Dane|Jackie Ryan,Boaz Yakin,117.0,,jewish shiva|hasidic|marriage|jew,120793,44308.0,"Price Above Rubies, A (1998)",Drama,1998,Boaz Yakin Drama jewish shiva hasidic marriage jew
1816,1,0.0305,007,Natasha Gregson Wagner|Heather Graham|Angel David|Frederique Van Der Wal|Robert Downey Jr.,James Toback,84.0,"$1,000,000",funeral home|polygamy|bare chested male|misogynist,124179,32456.0,Two Girls and a Guy (1997),Comedy|Drama,1997,James Toback Comedy Drama funeral home polygamy bare chested male misogynist
1817,1,0.06025,007,Lauren Holly|Kevin Heffernan|Mark Schulte|Edward Burns|Kathleen Doyle|Jennifer Esposito|Jon Bon Jovi|Nick Sandow|Welker White|Ellen McElduff|Connie Britton|Blythe Danner|Kaili Vernoff|John Ventimiglia|Leah Gray,Edward Burns,96.0,"$5,000,000",old flame|waitress|small town|written and directed by cast member,119560,93350.0,No Looking Back (1998),Drama|Romance,1998,Edward Burns Drama Romance old flame waitress small town written and directed by cast member
1820,1,0.0252499999999999,007,Robert Loggia|Bronia Wheeler|Kenneth Branagh|Madeleine Stowe|William Hurt|Ken Cheeseman|Jim Chiros|Dee Nelson|Pamela Hart|Wendy Feign|Blythe Danner|Dossy Peabody|Neil Patrick Harris|Thomas Downey|Tom Kemp,Lesli Linka Glatter,110.0,,priest in love|boston massachusetts|bare chested male|title directed by female,120108,32144.0,"Proposition, The (1998)",Drama|Romance,1998,Lesli Linka Glatter Drama Romance priest in love boston massachusetts bare chested male title directed by female
1821,1,0.03175,007,Paul Rudd|Kali Rocha|Jennifer Aniston|Lena Cardwell|Natalie B. Kikkenborg|Lauren Pratt|Hayden Panettiere|Lauren Chen|Liam Aiken|Alan Alda|Allison Janney|Tim Daly|Janet Zarish|Ellen Tobie|Virl Andrick,Stephen McCauley,111.0,"$15,000,000",based on novel|gay|unrequited love|friendship,120772,17127.0,"Object of My Affection, The (1998)",Comedy|Romance,1998,Stephen McCauley Comedy Romance based on novel gay unrequited love friendship
1822,1,0.05575,007,Steve Van Wormer|Paul Walker|A.J. Langer|John Ashton|Dennis Hopper|Eric Braeden|Richard Lineback|Robert Englund|M.C. Gainey|Ana Gasteyer|Megan Cavanagh|Michael Ruud|Hattie Winston|Tom Matsusaka|Larry Rippenkroeger,Jim Herzfeld,93.0,"$24,000,000",park|bikini|yellowstone national park|accidental kiss,120645,40688.0,Meet the Deedles (1998),Children|Comedy,1998,Jim Herzfeld Children Comedy park bikini yellowstone national park accidental kiss
1824,1,0.0534999999999999,007,John Lithgow|Jon Tenney|Ryan Phillippe|Hank Azaria|Billy Bob Thornton|Kelly Lynch|Jon Bon Jovi|Kleoka Renee Sands|Matt Ross|Judge Reinhold|Leigh French|Christopher Dalton|Jamie Lee Curtis|Tiffany Paulsen|Jeanette H. Wilson,Stephen Gyllenhaal,102.0,,stoner comedy|california|marijuana|sex scene,119305,17133.0,Homegrown (1998),Comedy|Thriller,1998,Stephen Gyllenhaal Comedy Thriller stoner comedy california marijuana sex scene
1825,1,0.0434999999999999,007,LisaRaye McCoy|Dick Anthony Williams|Judyann Elder|Chrystale Wilson|Adele Givens|Bernie Mac|Anthony Johnson|Jimmy Woodard|Montae Russell|Oren Williams|Monica Calhoun|Jossie Thacker|Lalanya Masters|Ursula Y. Houston|Annie O'Donnell,Ice Cube,104.0,"$4,500,000",stripper|catfight|spanking|dominatrix,119905,19848.0,The Players Club (1998),Comedy|Drama,1998,Ice Cube Comedy Drama stripper catfight spanking dominatrix
1826,1,0.05375,007,Alan Fawcett|Jane Wheeler|Kyla Pratt|Diana Rice|Trevor Morgan|David Larouche|Edouard Larouche|George Hearn|Shirley Douglas|David Joyner|Bob West|Jeff Ayers|Julie Johnson|Renee Madeline Le Guerrier|Rock Jutras,Steve Gomer,76.0,"$15,000,000",basketball ball|egg|farm|grandparents,120598,17644.0,Barney's Great Adventure (1998),Adventure|Children,1998,Steve Gomer Adventure Children basketball ball egg farm grandparents
1827,1,0.0215,007,Michael Moore|Elaine Bly|Dan Burns|Chip Carter|Bill Clinton|Jim Czarnecki|Brian Danitz|Robert Dornan|Joel Feick|Steve Forbes|Doug France|Mary Gielow|Bev Jacowski|Richard Jewell|Kevin Keane,Michael Moore,91.0,,three word title|social activism|unemployment|stock exchange,124295,1774.0,"Big One, The (1997)",Comedy|Documentary,1997,Michael Moore Comedy Documentary three word title social activism unemployment stock exchange
1829,1,0.0414999999999999,007,Jeremy Irons|Chaplin Chang|Li Gong|Noel Rands|Emma Lucia|Ken Bennett|Rubén Blades|Michael Hui|Russell Cawthorne|Emotion Cheung|Harvey Stockwin|Jonathan Midgley|Bruce Walker|Angelica Lofgren|Julian Chang,Jean-Claude Carrière,99.0,,hong kong|unrequited love|video camera|new year,118851,30265.0,Chinese Box (1997),Drama|Romance,1997,Jean-Claude Carrière Drama Romance hong kong unrequited love video camera new year
1831,1,0.0765,007,William Hurt|Mimi Rogers|Heather Graham|Lacey Chabert|Jack Johnson|Gary Oldman|Matt LeBlanc|Jared Harris|Mark Goddard|Lennie James|Marta Kristen|June Lockhart|Edward Fox|Adam Sims|Angela Cartwright,Irwin Allen,130.0,"$80,000,000",spaceship|robot|alien|sabotage,120738,2157.0,Lost in Space (1998),Action|Adventure|Sci-Fi,1998,Irwin Allen Action Adventure Sci-Fi spaceship robot alien sabotage
1832,1,0.0272499999999999,007,Russell Crowe|Yûki Kudô|Kenji Isomura|Ray Barrett|Robert Mammone|Petru Gheorghiu|Anthony Phelan|Matthew Dyktynski|Colin Hay|Susan Prior|Norman Kaye|Kate Fitzpatrick|Kuni Hashimoto|Salvatore Coco|Christopher Duncan,Louis Nowra,96.0,,on the run|love|hostage|australian outback,119272,70581.0,Heaven's Burning (1997),Action|Drama,1997,Louis Nowra Action Drama on the run love hostage australian outback
